job_url,site,title,company,location,job_type,date_posted,interval,min_amount,max_amount,currency,is_remote,num_urgent_words,benefits,emails,description
https://www.linkedin.com/jobs/view/3761321285,linkedin,Software Engineer (University Grad),Meta,"San Francisco, CA",fulltime,2023-11-08,,,,,,1,Actively Hiring,accommodations-ext@fb.com,"Want to build new features and improve existing products that more than a billion people around the world use? Are you interested in working on highly impactful technical challenges to help the world be more open and connected? Want to solve unique, large-scale, highly complex technical problems? Our development cycle is extremely fast, and we've built tools to keep it that way. It's common to write code and have it running live on the site just hours later. We push code to the site continuously and have small teams that build products that are touched by millions of people around the world. If you work for us, you will be able to make an impact immediately.Facebook is seeking Software Engineers to join our engineering team. You can help build the next-generation of systems behind Facebook's products, create web applications that reach millions of people, build high volume servers and be a part of a team that’s working to help people connect with each other around the globe.This position is full-time and there are minimal travel requirements.Software Engineer (University Grad) Responsibilities:Develop a strong understanding of relevant product area, codebase, and/or systemsDemonstrate proficiency in data analysis, programming and software engineeringProduce high quality code with good test coverage, using modern abstractions and frameworksWork independently, use available resources to get unblocked, and complete tasks on-schedule by exercising strong judgement and problem solving skillsMaster Facebook’s development standards from developing to releasing code in order to take on tasks and projects with increasing levels of complexityActively seek and give feedback in alignment with Facebook’s Performance PhilosophyMinimum Qualifications:Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.Experience coding in an industry-standard language (e.g. Java, Python, C++, JavaScript)Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employmentPreferred Qualifications:Demonstrated software engineering experience from previous internship, work experience, coding competitions, or publicationsCurrently has, or is in the process of obtaining, a Bachelors or Masters degree in Computer Science or a related fieldAbout Meta:Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
https://www.linkedin.com/jobs/view/3761319611,linkedin,Software Engineer (University Grad),Meta,"Fremont, CA",fulltime,2023-11-08,,,,,,1,Actively Hiring,accommodations-ext@fb.com,"Want to build new features and improve existing products that more than a billion people around the world use? Are you interested in working on highly impactful technical challenges to help the world be more open and connected? Want to solve unique, large-scale, highly complex technical problems? Our development cycle is extremely fast, and we've built tools to keep it that way. It's common to write code and have it running live on the site just hours later. We push code to the site continuously and have small teams that build products that are touched by millions of people around the world. If you work for us, you will be able to make an impact immediately.Facebook is seeking Software Engineers to join our engineering team. You can help build the next-generation of systems behind Facebook's products, create web applications that reach millions of people, build high volume servers and be a part of a team that’s working to help people connect with each other around the globe.This position is full-time and there are minimal travel requirements.Software Engineer (University Grad) Responsibilities:Develop a strong understanding of relevant product area, codebase, and/or systemsDemonstrate proficiency in data analysis, programming and software engineeringProduce high quality code with good test coverage, using modern abstractions and frameworksWork independently, use available resources to get unblocked, and complete tasks on-schedule by exercising strong judgement and problem solving skillsMaster Facebook’s development standards from developing to releasing code in order to take on tasks and projects with increasing levels of complexityActively seek and give feedback in alignment with Facebook’s Performance PhilosophyMinimum Qualifications:Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.Experience coding in an industry-standard language (e.g. Java, Python, C++, JavaScript)Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employmentPreferred Qualifications:Demonstrated software engineering experience from previous internship, work experience, coding competitions, or publicationsCurrently has, or is in the process of obtaining, a Bachelors or Masters degree in Computer Science or a related fieldAbout Meta:Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
https://www.linkedin.com/jobs/view/3763228330,linkedin,Software Engineer (University Grad),Meta,"New York, NY",fulltime,2023-11-13,,,,,,1,Actively Hiring,accommodations-ext@fb.com,"Want to build new features and improve existing products that more than a billion people around the world use? Are you interested in working on highly impactful technical challenges to help the world be more open and connected? Want to solve unique, large-scale, highly complex technical problems? Our development cycle is extremely fast, and we've built tools to keep it that way. It's common to write code and have it running live on the site just hours later. We push code to the site continuously and have small teams that build products that are touched by millions of people around the world. If you work for us, you will be able to make an impact immediately.Facebook is seeking Software Engineers to join our engineering team. You can help build the next-generation of systems behind Facebook's products, create web applications that reach millions of people, build high volume servers and be a part of a team that’s working to help people connect with each other around the globe.This position is full-time and there are minimal travel requirements.Software Engineer (University Grad) Responsibilities:Develop a strong understanding of relevant product area, codebase, and/or systemsDemonstrate proficiency in data analysis, programming and software engineeringProduce high quality code with good test coverage, using modern abstractions and frameworksWork independently, use available resources to get unblocked, and complete tasks on-schedule by exercising strong judgement and problem solving skillsMaster Facebook’s development standards from developing to releasing code in order to take on tasks and projects with increasing levels of complexityActively seek and give feedback in alignment with Facebook’s Performance PhilosophyMinimum Qualifications:Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.Experience coding in an industry-standard language (e.g. Java, Python, C++, JavaScript)Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employmentPreferred Qualifications:Demonstrated software engineering experience from previous internship, work experience, coding competitions, or publicationsCurrently has, or is in the process of obtaining, a Bachelors or Masters degree in Computer Science or a related fieldAbout Meta:Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
https://www.linkedin.com/jobs/view/3761321291,linkedin,Software Engineer (University Grad),Meta,"Menlo Park, CA",fulltime,2023-11-08,,,,,,1,Actively Hiring,accommodations-ext@fb.com,"Want to build new features and improve existing products that more than a billion people around the world use? Are you interested in working on highly impactful technical challenges to help the world be more open and connected? Want to solve unique, large-scale, highly complex technical problems? Our development cycle is extremely fast, and we've built tools to keep it that way. It's common to write code and have it running live on the site just hours later. We push code to the site continuously and have small teams that build products that are touched by millions of people around the world. If you work for us, you will be able to make an impact immediately.Facebook is seeking Software Engineers to join our engineering team. You can help build the next-generation of systems behind Facebook's products, create web applications that reach millions of people, build high volume servers and be a part of a team that’s working to help people connect with each other around the globe.This position is full-time and there are minimal travel requirements.Software Engineer (University Grad) Responsibilities:Develop a strong understanding of relevant product area, codebase, and/or systemsDemonstrate proficiency in data analysis, programming and software engineeringProduce high quality code with good test coverage, using modern abstractions and frameworksWork independently, use available resources to get unblocked, and complete tasks on-schedule by exercising strong judgement and problem solving skillsMaster Facebook’s development standards from developing to releasing code in order to take on tasks and projects with increasing levels of complexityActively seek and give feedback in alignment with Facebook’s Performance PhilosophyMinimum Qualifications:Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.Experience coding in an industry-standard language (e.g. Java, Python, C++, JavaScript)Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employmentPreferred Qualifications:Demonstrated software engineering experience from previous internship, work experience, coding competitions, or publicationsCurrently has, or is in the process of obtaining, a Bachelors or Masters degree in Computer Science or a related fieldAbout Meta:Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
https://www.linkedin.com/jobs/view/3761319601,linkedin,Software Engineer (University Grad),Meta,"Seattle, WA",fulltime,2023-11-08,,,,,,1,Actively Hiring,accommodations-ext@fb.com,"Want to build new features and improve existing products that more than a billion people around the world use? Are you interested in working on highly impactful technical challenges to help the world be more open and connected? Want to solve unique, large-scale, highly complex technical problems? Our development cycle is extremely fast, and we've built tools to keep it that way. It's common to write code and have it running live on the site just hours later. We push code to the site continuously and have small teams that build products that are touched by millions of people around the world. If you work for us, you will be able to make an impact immediately.Facebook is seeking Software Engineers to join our engineering team. You can help build the next-generation of systems behind Facebook's products, create web applications that reach millions of people, build high volume servers and be a part of a team that’s working to help people connect with each other around the globe.This position is full-time and there are minimal travel requirements.Software Engineer (University Grad) Responsibilities:Develop a strong understanding of relevant product area, codebase, and/or systemsDemonstrate proficiency in data analysis, programming and software engineeringProduce high quality code with good test coverage, using modern abstractions and frameworksWork independently, use available resources to get unblocked, and complete tasks on-schedule by exercising strong judgement and problem solving skillsMaster Facebook’s development standards from developing to releasing code in order to take on tasks and projects with increasing levels of complexityActively seek and give feedback in alignment with Facebook’s Performance PhilosophyMinimum Qualifications:Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.Experience coding in an industry-standard language (e.g. Java, Python, C++, JavaScript)Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employmentPreferred Qualifications:Demonstrated software engineering experience from previous internship, work experience, coding competitions, or publicationsCurrently has, or is in the process of obtaining, a Bachelors or Masters degree in Computer Science or a related fieldAbout Meta:Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
https://www.linkedin.com/jobs/view/3757304958,linkedin,"Software Engineer, Intern (Summer 2024)",Notion,,internship,2023-11-03,,,,,,0,Actively Hiring,,"About Us:We're on a mission to make it possible for every person, team, and company to be able to tailor their software to solve any problem and take on any challenge. Computers may be our most powerful tools, but most of us can't build or modify the software we use on them every day. At Notion, we want to change this with focus, design, and craft.We've been working on this together since 2016, and have customers like Pixar, Mitsubishi, Figma, Plaid, Match Group, and thousands more on this journey with us. Today, we're growing fast and excited for new teammates to join us who are the best at what they do. We're passionate about building a company as diverse and creative as the millions of people Notion reaches worldwide.Notion is an in person company, and currently requires its employees to come to the office for two Anchor Days (Mondays & Thursdays) and requests that employees spend the majority of their week in the office (including a third day). This internship will take place from May - September (based on your summer schedule) and you will need to be able to work out of our NY or SF office during this time. About The Role:Millions of people use Notion — and this number is increasing every day. That means a million people trust us to deliver a fast, reliable, and secure experience, and we value this more than anything. We want to keep earning trust, while also continuing to amaze our users with the tools they can build in Notion. This is where you come in. You will be a part of our first engineering internship class and will help us forge a performant and reliable path forward to Notion's future.During your 12-week internship, you will be paired with a mentor that will help guide you as you work closely with our team to build and ship impactful projects. These projects will drive valuable impact to our customers and engineers. From product engineering, mobile, to infrastructure and security, we have opportunities available on different teams. Take a look at what our past intern cohort worked on with our Blog post and TikTok post.What You'll Achieve:Write clean, secure, tested, and documented code.Design & enhance the Notion platform with new capabilities, as and when the need arises.Design, develop, and own new product functionality and/or infrastructure leveraging modern frameworks and tooling.Develop, fix and debug software for web services, databases, applications, tools, networks.Qualifications:Pursuing a bachelor's, master's, or PhD degree in computer science, engineering, or another related field. Targeting a 2025 full-time start date.Previous internship experience.Working towards a proficiency of one or more programming languages such as Typescript, Node.js, Go, Python, Java, Swift, Rust, or Kotlin.You find large challenges exciting and enjoy discovering problems as much as solving them.You are able to problem-solve and adapt to changing priorities in a fast-paced, dynamic environment.This internship will take place from May - September (based on your summer schedule) and you will need to be able to work out of our NY or SF office during this time.Skills You’ll Need To Bring:Thoughtful problem-solving: For you, problem-solving starts with a clear and accurate understanding of the context. You can decompose tricky problems and work towards a clean solution, by yourself or with teammates. You're comfortable asking for help when you get stuck.For a backend internship: You have a passion for learning how parts of a system fit together—from the user interface to the data model. Familiarity with relational database systems like Postgres or MySQL is a plus.For a frontend internship: You have a passion for learning technologies (CSS, Javascript, & React) and best practices in front-end architecture, including performance, accessibility and usability.Put users first: You think critically about the implications of what you're building, and how it shapes real people's lives. You understand that reach comes with responsibility for our impact—good and bad.Not ideological about technology: To you, technologies and programming languages are about tradeoffs. You may be opinionated, but you're not ideological and can learn new technologies as you go.Empathetic communication: You communicate nuanced ideas clearly, whether you're explaining technical decisions in writing or brainstorming in real time. In disagreements, you engage thoughtfully with other perspectives and compromise when needed.Team player: For you, work isn't a solo endeavor. You enjoy collaborating cross-functionally to accomplish shared goals, and you care about learning, growing, and helping others to do the same.Nice to Haves:You have expertise with specific technologies that are part of our stack, including Typescript, React, Electron, Node.js, AWS, and Postgres.You've heard of computing pioneers like Ada Lovelace, Douglas Engelbart, Alan Kay, and others—and understand why we're big fans of their work.You have interests outside of technology, such as in art, history, or social sciences.Our customers come from all walks of life and so do we. We hire great people from a wide variety of backgrounds, not just because it's the right thing to do, but because it makes our company stronger. If you share our values and our enthusiasm for small businesses, you will find a home at Notion.Notion is proud to be an equal opportunity employer. We do not discriminate in hiring or any employment decision based on race, color, religion, national origin, age, sex (including pregnancy, childbirth, or related medical conditions), marital status, ancestry, physical or mental disability, genetic information, veteran status, gender identity or expression, sexual orientation, or other applicable legally protected characteristic. Notion considers qualified applicants with criminal histories, consistent with applicable federal, state and local law. Notion is also committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, please let your recruiter know.Notion is committed to providing highly competitive cash compensation, equity, and benefits. The compensation offered for this role will be based on multiple factors such as location, the role’s scope and complexity, and the candidate’s experience and expertise, and may vary from the range provided below. For roles based in San Francisco or New York City, the estimated base hourly range for this role is $55/hr for Bachelors, $59/hr for Master’s, and $64/hr for PhD students."
https://www.linkedin.com/jobs/view/3761316888,linkedin,Software Engineer (University Grad),Meta,"Austin, TX",fulltime,2023-11-08,,,,,,1,Actively Hiring,accommodations-ext@fb.com,"Want to build new features and improve existing products that more than a billion people around the world use? Are you interested in working on highly impactful technical challenges to help the world be more open and connected? Want to solve unique, large-scale, highly complex technical problems? Our development cycle is extremely fast, and we've built tools to keep it that way. It's common to write code and have it running live on the site just hours later. We push code to the site continuously and have small teams that build products that are touched by millions of people around the world. If you work for us, you will be able to make an impact immediately.Facebook is seeking Software Engineers to join our engineering team. You can help build the next-generation of systems behind Facebook's products, create web applications that reach millions of people, build high volume servers and be a part of a team that’s working to help people connect with each other around the globe.This position is full-time and there are minimal travel requirements.Software Engineer (University Grad) Responsibilities:Develop a strong understanding of relevant product area, codebase, and/or systemsDemonstrate proficiency in data analysis, programming and software engineeringProduce high quality code with good test coverage, using modern abstractions and frameworksWork independently, use available resources to get unblocked, and complete tasks on-schedule by exercising strong judgement and problem solving skillsMaster Facebook’s development standards from developing to releasing code in order to take on tasks and projects with increasing levels of complexityActively seek and give feedback in alignment with Facebook’s Performance PhilosophyMinimum Qualifications:Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.Experience coding in an industry-standard language (e.g. Java, Python, C++, JavaScript)Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employmentPreferred Qualifications:Demonstrated software engineering experience from previous internship, work experience, coding competitions, or publicationsCurrently has, or is in the process of obtaining, a Bachelors or Masters degree in Computer Science or a related fieldAbout Meta:Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
https://www.linkedin.com/jobs/view/3761317752,linkedin,Software Engineer (University Grad),Meta,"Washington, DC",fulltime,2023-11-13,,,,,,1,Actively Hiring,accommodations-ext@fb.com,"Want to build new features and improve existing products that more than a billion people around the world use? Are you interested in working on highly impactful technical challenges to help the world be more open and connected? Want to solve unique, large-scale, highly complex technical problems? Our development cycle is extremely fast, and we've built tools to keep it that way. It's common to write code and have it running live on the site just hours later. We push code to the site continuously and have small teams that build products that are touched by millions of people around the world. If you work for us, you will be able to make an impact immediately.Facebook is seeking Software Engineers to join our engineering team. You can help build the next-generation of systems behind Facebook's products, create web applications that reach millions of people, build high volume servers and be a part of a team that’s working to help people connect with each other around the globe.This position is full-time and there are minimal travel requirements.Software Engineer (University Grad) Responsibilities:Develop a strong understanding of relevant product area, codebase, and/or systemsDemonstrate proficiency in data analysis, programming and software engineeringProduce high quality code with good test coverage, using modern abstractions and frameworksWork independently, use available resources to get unblocked, and complete tasks on-schedule by exercising strong judgement and problem solving skillsMaster Facebook’s development standards from developing to releasing code in order to take on tasks and projects with increasing levels of complexityActively seek and give feedback in alignment with Facebook’s Performance PhilosophyMinimum Qualifications:Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.Experience coding in an industry-standard language (e.g. Java, Python, C++, JavaScript)Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employmentPreferred Qualifications:Demonstrated software engineering experience from previous internship, work experience, coding competitions, or publicationsCurrently has, or is in the process of obtaining, a Bachelors or Masters degree in Computer Science or a related fieldAbout Meta:Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
https://www.linkedin.com/jobs/view/3761317746,linkedin,Software Engineer (University Grad),Meta,"Washington, DC",fulltime,2023-11-08,,,,,,1,Actively Hiring,accommodations-ext@fb.com,"Want to build new features and improve existing products that more than a billion people around the world use? Are you interested in working on highly impactful technical challenges to help the world be more open and connected? Want to solve unique, large-scale, highly complex technical problems? Our development cycle is extremely fast, and we've built tools to keep it that way. It's common to write code and have it running live on the site just hours later. We push code to the site continuously and have small teams that build products that are touched by millions of people around the world. If you work for us, you will be able to make an impact immediately.Facebook is seeking Software Engineers to join our engineering team. You can help build the next-generation of systems behind Facebook's products, create web applications that reach millions of people, build high volume servers and be a part of a team that’s working to help people connect with each other around the globe.This position is full-time and there are minimal travel requirements.Software Engineer (University Grad) Responsibilities:Develop a strong understanding of relevant product area, codebase, and/or systemsDemonstrate proficiency in data analysis, programming and software engineeringProduce high quality code with good test coverage, using modern abstractions and frameworksWork independently, use available resources to get unblocked, and complete tasks on-schedule by exercising strong judgement and problem solving skillsMaster Facebook’s development standards from developing to releasing code in order to take on tasks and projects with increasing levels of complexityActively seek and give feedback in alignment with Facebook’s Performance PhilosophyMinimum Qualifications:Currently has, or is in the process of obtaining a Bachelor's degree in Computer Science, Computer Engineering, relevant technical field, or equivalent practical experience. Degree must be completed prior to joining Meta.Experience coding in an industry-standard language (e.g. Java, Python, C++, JavaScript)Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employmentPreferred Qualifications:Demonstrated software engineering experience from previous internship, work experience, coding competitions, or publicationsCurrently has, or is in the process of obtaining, a Bachelors or Masters degree in Computer Science or a related fieldAbout Meta:Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
https://www.linkedin.com/jobs/view/3763228864,linkedin,"Software Engineer, Intern/Co-op",Meta,"New York, NY",fulltime,2023-11-11,,,,,,1,Actively Hiring,accommodations-ext@fb.com,"Want to build new features and improve existing products that more than a billion people around the world use? Are you interested in working on highly impactful technical challenges to help the world be more open and connected? Want to solve unique, large-scale, highly complex technical problems? Our development cycle is extremely fast, and we've built tools to keep it that way. It's common to write code and have it running live on the site just hours later. We push code to the site continuously and have small teams that build products that are touched by millions of people around the world. If you work for us, you will be able to make an impact immediately. Meta is seeking Software Engineer Interns to join our engineering team. As a Software Engineer at Meta, you’ll drive the development of the systems behind Meta's products, create web applications that reach billions of people, build high volume servers and be a part of a team that’s working to help people connect with each other around the globe. This internship/co-op has a minimum twelve (12) week duration.Software Engineer, Intern/Co-op Responsibilities:Develop and push production-ready code by quickly ramping on assigned codebase, product area, and/or systemComplete assigned tasks efficiently with few iterationsIdentify problem statements, outline optimal solutions, account for tradeoffs and edge casesCommunicate effectively across multiple stakeholdersMinimum Qualifications:Currently enrolled in a full-time, degree-seeking program and in the process of obtaining a Bachelors or Masters degree in computer science or a related fieldExperience coding in an industry-standard language (e.g. Java, Python, C++, Objective-C, JavaScript)Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employmentPreferred Qualifications:Demonstrated software engineering experience from a previous internship, work experience, coding competitions, or publicationsIntent to return to degree-program after the completion of the internship/co-opAbout Meta:Meta builds technologies that help people connect, find communities, and grow businesses. When Facebook launched in 2004, it changed the way people connect. Apps like Messenger, Instagram and WhatsApp further empowered billions around the world. Now, Meta is moving beyond 2D screens toward immersive experiences like augmented and virtual reality to help build the next evolution in social technology. People who choose to build their careers by building with us at Meta help shape a future that will take us beyond what digital connection makes possible today—beyond the constraints of screens, the limits of distance, and even the rules of physics.Meta is proud to be an Equal Employment Opportunity and Affirmative Action employer. We do not discriminate based upon race, religion, color, national origin, sex (including pregnancy, childbirth, or related medical conditions), sexual orientation, gender, gender identity, gender expression, transgender status, sexual stereotypes, age, status as a protected veteran, status as an individual with a disability, or other applicable legally protected characteristics. We also consider qualified applicants with criminal histories, consistent with applicable federal, state and local law. Meta participates in the E-Verify program in certain locations, as required by law. Please note that Meta may leverage artificial intelligence and machine learning technologies in connection with applications for employment.Meta is committed to providing reasonable accommodations for candidates with disabilities in our recruiting process. If you need any assistance or accommodations due to a disability, please let us know at accommodations-ext@fb.com."
